0.00542422 1.7261e-27 0.0030141
-0.00542422 6.84934e-27 0.00360528
0.00542422 1.38213e-26 0.030349
-0.00542422 4.87057e-26 0.0363016
0.00542422 3.87516e-27 0.0145946
-0.00542422 6.58425e-26 0.0174571
0.00542422 5.66672e-27 0.0448428
-0.00542422 4.25815e-25 0.0536383
0.00999297 0.00243859 1.06689e-08
-0.00999297 0.0127199 0.00257145
0.00999297 0.00213826 3.19387e-09
-0.00999297 0.0941357 0.00156686
0.00999297 0.108147 8.49184e-10
-0.00999297 0.0058686 0.00128875
0.0119694 0.0121553 0.00479401
-0.0119694 0.0296238 9.92462e-09
0.0119694 0.0729132 6.23615e-05
-0.0119694 0.0135195 1.47718e-08
0.0119694 0.00340491 0.000224049
-0.0119694 0.0453302 6.42153e-09
0.0165382 5.53151e-27 0.00518458
-0.0165382 1.00011e-26 0.00302194
0.0165382 2.08641e-26 0.0320711
-0.0165382 1.28705e-26 0.0186933
0.0165382 5.95495e-28 0.0134476
-0.0165382 2.56646e-27 0.00783821
0.0165382 2.17041e-25 0.0815274
-0.0165382 4.77634e-27 0.0475199
0.0219627 2.2892e-20 1.46508e-16
-0.0219627 2.28364e-20 1.46508e-16
1.10183 3.13127e-27 0.00348971
-1.10183 4.51903e-26 0.00348555
1.10183 5.02689e-28 0.000602688
-1.10183 4.8173e-26 0.000601969
1.10183 1.01272e-25 0.00262483
-1.10183 8.61113e-27 0.0026217
1.10183 3.76145e-26 0.00542808
-1.10183 1.91786e-26 0.00542161
1.10725 3.21866e-17 0.0152953
-1.10725 2.52017e-17 1.67471e-05
1.10725 2.01554e-15 1.89233e-05
-1.10725 2.84842e-17 0.000975815
1.10725 3.8136e-16 0.00305437
-1.10725 9.39312e-16 0.0056499
1.10725 2.52661e-18 0.00309445
-1.10725 7.82417e-17 0.00261097
1.10725 4.14155e-15 0.0156847
-1.10725 3.3932e-17 0.000134328
1.10725 5.16004e-16 4.67587e-05
-1.10725 1.47697e-15 0.00601166
1.10725 1.13296e-15 0.00170613
-1.10725 3.55178e-17 0.0124296
1.10725 4.57269e-16 0.00178933
-1.10725 2.96778e-16 0.0250694
1.10725 1.79755e-15 0.000569107
-1.10725 1.0681e-15 0.00845073
1.10725 0.00691256 0.00017659
-1.10725 0.0501311 0.000308034
1.10725 0.000188124 5.56593e-06
-1.10725 0.0132678 0.00275627
1.10725 0.0583582 0.000225427
-1.10725 0.0020599 0.000144481
1.10725 0.0142962 0.00172733
-1.10725 0.0400086 0.000409783
1.10725 0.0989987 7.21262e-06
-1.10725 0.0140943 0.000634698
1.10725 0.00290668 5.01682e-05
-1.10725 0.0620987 0.000324539
1.10725 1.06032e-18 2.93216e-15
-1.10725 4.37021e-19 2.9112e-15
1.11182 2.75925e-27 3.71622e-25
-1.11182 2.80017e-27 3.02001e-20
1.11182 8.09297e-28 1.47048e-26
-1.11182 7.05184e-27 1.81404e-21
1.11182 5.24773e-28 2.80296e-23
-1.11182 4.7461e-27 1.03044e-18
1.11182 8.91674e-28 1.27321e-24
-1.11182 8.32426e-27 3.64047e-20
1.11182 2.82229e-27 6.56317e-25
-1.11182 1.86044e-32 2.93008e-20
1.11182 3.93311e-28 2.46779e-27
-1.11182 1.92602e-26 4.31029e-21
1.11182 1.93442e-26 2.37511e-25
-1.11182 1.46047e-26 6.66937e-21
