4 0 5.35127e-14 0.457836 0.457836 0.533311 0.533311 0.533311 0.533311 0.533311 0.533311 0.961536 0.961536 0.966774 0.966774 1.02539 1.02539 1.02539 1.02539 1.02539 1.02539 1.06641 1.06641 1.06641 1.06641 1.46634 1.46634 1.46634 1.46634 1.46634 1.46634 1.49513 1.49513 1.52877 1.52877 1.55848 1.55848 1.55848 1.55848 1.55848 1.55848 1.75351 1.75351 1.75351 1.75351 1.75351 1.75351 1.78813 1.78813 1.95865 1.95865 1.95865 1.95865 1.99922 1.99922 1.99922 1.99922 1.99922 1.99922 2.05782 2.05782 2.06215 2.06215 2.21602 2.21602 2.21859 2.21859 2.21859 2.21859 2.21859 2.21859 2.2867 2.2867 2.2867 2.2867 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.28683 2.31476 2.31476 2.31476 2.31476 2.31476 2.31476 2.31523 2.31523 2.49155 2.49155 2.49155 2.49155 2.49155 2.49155 
6 0 2.91323e-13 0.472736 0.472736 0.535577 0.535577 0.535577 0.535577 0.535577 0.535577 0.979817 0.979817 1.0389 1.0389 1.0389 1.0389 1.0389 1.0389 1.0707 1.0707 1.0707 1.0707 1.51501 1.51501 1.57401 1.57401 1.57401 1.57401 1.57401 1.57401 1.60133 1.60133 1.75869 1.75869 1.75869 1.75869 1.75869 1.75869 2.07835 2.07835 2.11226 2.11226 2.11226 2.11226 2.11226 2.11226 2.12914 2.12914 2.25069 2.25069 2.2515 2.2515 2.2515 2.2515 2.2515 2.2515 2.29389 2.29389 2.29389 2.29389 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.29427 2.44874 2.44874 2.6297 2.6297 2.6297 2.6297 2.63144 2.63144 2.63144 2.63144 2.63144 2.63144 2.65746 2.65746 2.74029 2.74029 2.77791 2.77791 2.77791 2.77791 2.77791 2.77791 2.79692 2.79692 2.79692 2.79692 2.79692 2.79692 
8 0 7.88036e-13 0.473787 0.473787 0.537659 0.537659 0.537659 0.537659 0.537659 0.537659 0.981881 0.981881 1.04291 1.04291 1.04291 1.04291 1.04291 1.04291 1.07462 1.07462 1.07462 1.07462 1.51978 1.51978 1.57986 1.57986 1.57986 1.57986 1.57986 1.57986 1.66443 1.66443 1.76386 1.76386 1.76386 1.76386 1.76386 1.76386 2.08623 2.08623 2.17544 2.17544 2.17544 2.17544 2.17544 2.17544 2.18083 2.18083 2.2626 2.2626 2.26331 2.26331 2.26331 2.26331 2.26331 2.26331 2.30078 2.30078 2.30078 2.30078 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.30153 2.6882 2.6882 2.6882 2.6882 2.6882 2.6882 2.70273 2.70273 2.70273 2.70273 2.71325 2.71325 2.74677 2.74677 2.7965 2.7965 2.7965 2.7965 2.7965 2.7965 2.80574 2.80574 2.80574 2.80574 2.80574 2.80574 2.80772 2.80772 
10 0 1.98397e-12 0.472107 0.472107 0.539235 0.539235 0.539235 0.539235 0.539235 0.539235 0.9802 0.9802 1.04452 1.04452 1.04452 1.04452 1.04452 1.04452 1.07758 1.07758 1.07758 1.07758 1.51982 1.51982 1.58286 1.58286 1.58286 1.58286 1.58286 1.58286 1.67018 1.67018 1.76777 1.76777 1.76777 1.76777 1.76777 1.76777 2.08922 2.08922 2.18076 2.18076 2.18076 2.18076 2.18076 2.18076 2.18528 2.18528 2.26704 2.26704 2.268 2.268 2.268 2.268 2.268 2.268 2.30593 2.30593 2.30593 2.30593 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.30702 2.69273 2.69273 2.69273 2.69273 2.69273 2.69273 2.71034 2.71034 2.71034 2.71034 2.71992 2.71992 2.74941 2.74941 2.80306 2.80306 2.80306 2.80306 2.80306 2.80306 2.8109 2.8109 2.8109 2.8109 2.8109 2.8109 2.81347 2.81347 
12 0 4.83835e-12 0.469462 0.469462 0.540559 0.540559 0.540559 0.540559 0.540559 0.540559 0.977123 0.977123 1.04519 1.04519 1.04519 1.04519 1.04519 1.04519 1.08007 1.08007 1.08007 1.08007 1.51813 1.51813 1.58468 1.58468 1.58468 1.58468 1.58468 1.58468 1.6687 1.6687 1.77055 1.77055 1.77055 1.77055 1.77055 1.77055 2.09043 2.09043 2.17872 2.17872 2.17872 2.17872 2.17872 2.17872 2.18341 2.18341 2.26895 2.26895 2.27012 2.27012 2.27012 2.27012 2.27012 2.27012 2.30976 2.30976 2.30976 2.30976 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.31112 2.69028 2.69028 2.69028 2.69028 2.69028 2.69028 2.70916 2.70916 2.70916 2.70916 2.71935 2.71935 2.7494 2.7494 2.80628 2.80628 2.80628 2.80628 2.80628 2.80628 2.81404 2.81404 2.81404 2.81404 2.81404 2.81404 2.81712 2.81712 
14 0 1.15243e-11 0.466242 0.466242 0.541844 0.541844 0.541844 0.541844 0.541844 0.541844 0.973263 0.973263 1.04546 1.04546 1.04546 1.04546 1.04546 1.04546 1.08249 1.08249 1.08249 1.08249 1.51559 1.51559 1.58608 1.58608 1.58608 1.58608 1.58608 1.58608 1.66519 1.66519 1.77275 1.77275 1.77275 1.77275 1.77275 1.77275 2.0909 2.0909 2.17443 2.17443 2.17443 2.17443 2.17443 2.17443 2.17961 2.17961 2.2698 2.2698 2.27117 2.27117 2.27117 2.27117 2.27117 2.27117 2.31302 2.31302 2.31302 2.31302 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.31461 2.68556 2.68556 2.68556 2.68556 2.68556 2.68556 2.70536 2.70536 2.70536 2.70536 2.71665 2.71665 2.74798 2.74798 2.80827 2.80827 2.80827 2.80827 2.80827 2.80827 2.81624 2.81624 2.81624 2.81624 2.81624 2.81624 2.8198 2.8198 
16 0 2.82574e-11 0.462514 0.462514 0.543213 0.543213 0.543213 0.543213 0.543213 0.543213 0.968771 0.968771 1.04557 1.04557 1.04557 1.04557 1.04557 1.04557 1.08506 1.08506 1.08506 1.08506 1.51247 1.51247 1.58739 1.58739 1.58739 1.58739 1.58739 1.58739 1.66071 1.66071 1.77481 1.77481 1.77481 1.77481 1.77481 1.77481 2.09106 2.09106 2.169 2.169 2.169 2.169 2.169 2.169 2.17483 2.17483 2.27023 2.27023 2.27177 2.27177 2.27177 2.27177 2.27177 2.27177 2.31622 2.31622 2.31622 2.31622 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.31804 2.67963 2.67963 2.67963 2.67963 2.67963 2.67963 2.70029 2.70029 2.70029 2.70029 2.713 2.713 2.74578 2.74578 2.80985 2.80985 2.80985 2.80985 2.80985 2.80985 2.81813 2.81813 2.81813 2.81813 2.81813 2.81813 2.8222 2.8222 
18 0 7.01961e-11 0.45824 0.45824 0.544743 0.544743 0.544743 0.544743 0.544743 0.544743 0.963638 0.963638 1.04562 1.04562 1.04562 1.04562 1.04562 1.04562 1.08792 1.08792 1.08792 1.08792 1.50885 1.50885 1.58877 1.58877 1.58877 1.58877 1.58877 1.58877 1.65551 1.65551 1.77697 1.77697 1.77697 1.77697 1.77697 1.77697 2.09107 2.09107 2.16265 2.16265 2.16265 2.16265 2.16265 2.16265 2.16931 2.16931 2.27049 2.27049 2.27222 2.27222 2.27222 2.27222 2.27222 2.27222 2.31964 2.31964 2.31964 2.31964 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.32173 2.67275 2.67275 2.67275 2.67275 2.67275 2.67275 2.69426 2.69426 2.69426 2.69426 2.7087 2.7087 2.74305 2.74305 2.81138 2.81138 2.81138 2.81138 2.81138 2.81138 2.82001 2.82001 2.82001 2.82001 2.82001 2.82001 2.82466 2.82466 
20 0 1.74394e-10 0.453326 0.453326 0.546494 0.546494 0.546494 0.546494 0.546494 0.546494 0.95778 0.95778 1.04565 1.04565 1.04565 1.04565 1.04565 1.04565 1.09119 1.09119 1.09119 1.09119 1.5047 1.5047 1.5903 1.5903 1.5903 1.5903 1.5903 1.5903 1.64959 1.64959 1.77935 1.77935 1.77935 1.77935 1.77935 1.77935 2.09098 2.09098 2.15537 2.15537 2.15537 2.15537 2.15537 2.15537 2.16309 2.16309 2.2707 2.2707 2.27264 2.27264 2.27264 2.27264 2.27264 2.27264 2.32348 2.32348 2.32348 2.32348 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.32587 2.66491 2.66491 2.66491 2.66491 2.66491 2.66491 2.68728 2.68728 2.68728 2.68728 2.70383 2.70383 2.73985 2.73985 2.81302 2.81302 2.81302 2.81302 2.81302 2.81302 2.82204 2.82204 2.82204 2.82204 2.82204 2.82204 2.82739 2.82739 
22 0 4.4189e-10 0.447636 0.447636 0.548532 0.548532 0.548532 0.548532 0.548532 0.548532 0.951067 0.951067 1.04566 1.04566 1.04566 1.04566 1.04566 1.04566 1.09497 1.09497 1.09497 1.09497 1.49992 1.49992 1.59205 1.59205 1.59205 1.59205 1.59205 1.59205 1.64287 1.64287 1.78208 1.78208 1.78208 1.78208 1.78208 1.78208 2.09076 2.09076 2.14704 2.14704 2.14704 2.14704 2.14704 2.14704 2.15612 2.15612 2.27092 2.27092 2.2731 2.2731 2.2731 2.2731 2.2731 2.2731 2.32787 2.32787 2.32787 2.32787 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.33064 2.656 2.656 2.656 2.656 2.656 2.656 2.67921 2.67921 2.67921 2.67921 2.69836 2.69836 2.73617 2.73617 2.81488 2.81488 2.81488 2.81488 2.81488 2.81488 2.82432 2.82432 2.82432 2.82432 2.82432 2.82432 2.83053 2.83053 
24 0 1.11132e-09 0.440986 0.440986 0.550937 0.550937 0.550937 0.550937 0.550937 0.550937 0.943319 0.943319 1.04568 1.04568 1.04568 1.04568 1.04568 1.04568 1.09941 1.09941 1.09941 1.09941 1.49439 1.49439 1.59408 1.59408 1.59408 1.59408 1.59408 1.59408 1.63522 1.63522 1.78525 1.78525 1.78525 1.78525 1.78525 1.78525 2.09033 2.09033 2.13746 2.13746 2.13746 2.13746 2.13746 2.13746 2.14837 2.14837 2.27117 2.27117 2.27363 2.27363 2.27363 2.27363 2.27363 2.27363 2.33298 2.33298 2.33298 2.33298 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.33622 2.64585 2.64585 2.64585 2.64585 2.64585 2.64585 2.66983 2.66983 2.66983 2.66983 2.69221 2.69221 2.73195 2.73195 2.81705 2.81705 2.81705 2.81705 2.81705 2.81705 2.82693 2.82693 2.82693 2.82693 2.82693 2.82693 2.83421 2.83421 
26 0 2.76354e-09 0.433129 0.433129 0.553816 0.553816 0.553816 0.553816 0.553816 0.553816 0.934303 0.934303 1.0457 1.0457 1.0457 1.0457 1.0457 1.0457 1.10469 1.10469 1.10469 1.10469 1.48792 1.48792 1.59648 1.59648 1.59648 1.59648 1.59648 1.59648 1.62647 1.62647 1.789 1.789 1.789 1.789 1.789 1.789 2.08947 2.08947 2.12637 2.12637 2.12637 2.12637 2.12637 2.12637 2.13989 2.13989 2.27148 2.27148 2.27427 2.27427 2.27427 2.27427 2.27427 2.27427 2.33902 2.33902 2.33902 2.33902 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.34286 2.63421 2.63421 2.63421 2.63421 2.63421 2.63421 2.65882 2.65882 2.65882 2.65882 2.6853 2.6853 2.72707 2.72707 2.81962 2.81962 2.81962 2.81962 2.81962 2.81962 2.82996 2.82996 2.82996 2.82996 2.82996 2.82996 2.8386 2.8386 
