42 5.27783 2.74814 0 3.23828e-06 0.393569 0.393569 0.569094 0.569094 0.569095 0.569095 0.569097 0.569097 0.891315 0.891316 1.04584 1.04584 1.04584 1.04585 1.04585 1.04585 1.13223 1.13223 1.13223 1.13224 1.45587 1.45587 1.58772 1.58772 1.60865 1.60865 1.60865 1.60865 1.60865 1.60865 1.80812 1.80812 1.80812 1.80812 1.80812 1.80812 2.07137 2.07137 2.0742 2.0742 2.0742 2.0742 2.0742 2.0742 2.11587 2.11587 2.27361 2.27361 2.27781 2.27781 2.27781 2.27781 2.27781 2.27781 2.36973 2.36973 2.36974 2.36974 2.37727 2.37727 2.37727 2.37727 2.37727 2.37727 2.37727 2.37727 2.37727 2.37728 2.37728 2.37728 2.58169 2.58169 2.58169 2.58169 2.58169 2.58169 2.60475 2.60475 2.60475 2.60475 2.65554 2.65554 2.70474 2.70474 2.83285 2.83285 2.83285 2.83285 2.83286 2.83286 2.84478 2.84478 2.84478 2.84478 2.84478 2.84478 2.86178 2.86178 
44 5.27548 2.74938 0 7.92565e-06 0.374686 0.374686 0.576949 0.576949 0.576953 0.576953 0.576957 0.576957 0.872286 0.872288 1.04594 1.04594 1.04594 1.04595 1.04595 1.04595 1.14612 1.14612 1.14613 1.14613 1.44046 1.44046 1.57261 1.57261 1.61457 1.61457 1.61458 1.61458 1.61458 1.61458 1.81755 1.81755 1.81755 1.81755 1.81755 1.81755 2.05146 2.05146 2.05146 2.05147 2.05147 2.05147 2.05477 2.05477 2.11512 2.11513 2.27513 2.27514 2.27974 2.27974 2.27974 2.27975 2.27975 2.27975 2.38482 2.38482 2.38482 2.38483 2.39454 2.39454 2.39454 2.39455 2.39455 2.39455 2.39455 2.39455 2.39455 2.39455 2.39455 2.39455 2.5602 2.5602 2.5602 2.5602 2.5602 2.5602 2.57965 2.57965 2.57965 2.57965 2.64386 2.64386 2.69554 2.69554 2.83934 2.83934 2.83935 2.83935 2.83935 2.83935 2.85183 2.85183 2.85184 2.85184 2.85184 2.85184 2.87364 2.87364 
46 5.27171 2.75152 0 1.92222e-05 0.350475 0.350475 0.587685 0.587685 0.587695 0.587695 0.587705 0.587705 0.849402 0.849407 1.0461 1.0461 1.0461 1.04612 1.04612 1.04612 1.16487 1.16487 1.16488 1.16489 1.42013 1.42013 1.55677 1.55677 1.62237 1.62237 1.62238 1.62238 1.62239 1.62239 1.83011 1.83011 1.83012 1.83012 1.83013 1.83013 2.02436 2.02436 2.02436 2.02436 2.02436 2.02436 2.03184 2.03184 2.11827 2.11829 2.27778 2.27779 2.28249 2.28249 2.28249 2.28251 2.28251 2.28251 2.40483 2.40483 2.40484 2.40485 2.41779 2.41779 2.41779 2.4178 2.4178 2.4178 2.4178 2.4178 2.4178 2.41781 2.41781 2.41781 2.53612 2.53612 2.53612 2.53612 2.53612 2.53612 2.54805 2.54805 2.54805 2.54805 2.6307 2.6307 2.68543 2.68543 2.84778 2.84778 2.84778 2.84778 2.84779 2.84779 2.86119 2.86119 2.8612 2.8612 2.86121 2.86121 2.88981 2.88981 
48 5.26541 2.75542 0 4.5906e-05 0.318976 0.318976 0.603012 0.603012 0.603037 0.603037 0.603061 0.603061 0.822386 0.822397 1.04639 1.04639 1.04639 1.04644 1.04644 1.04644 1.19126 1.19128 1.19129 1.19131 1.39233 1.39233 1.54249 1.54249 1.63298 1.63298 1.633 1.633 1.63302 1.63302 1.84759 1.84759 1.84762 1.84762 1.84764 1.84764 1.99264 1.99264 1.99264 1.99264 1.99264 1.99264 2.00253 2.00253 2.12593 2.12596 2.28277 2.28282 2.28662 2.28662 2.28662 2.28666 2.28666 2.28666 2.43242 2.43244 2.43245 2.43247 2.45041 2.45041 2.45041 2.45043 2.45043 2.45043 2.45045 2.45045 2.45045 2.45046 2.45046 2.45046 2.50781 2.50781 2.50781 2.50781 2.51083 2.51083 2.51084 2.51084 2.51085 2.51085 2.61581 2.61581 2.67579 2.67579 2.85877 2.85877 2.85879 2.85879 2.85881 2.85881 2.87451 2.87451 2.87454 2.87454 2.87456 2.87456 2.91284 2.91284 
50 5.25431 2.76287 0 0.00010661 0.277795 0.277795 0.626022 0.626022 0.62608 0.62608 0.626139 0.626139 0.792418 0.79244 1.04693 1.04693 1.04693 1.04704 1.04704 1.04704 1.23032 1.23036 1.2304 1.23044 1.3536 1.3536 1.53489 1.53489 1.64801 1.64801 1.64807 1.64807 1.64812 1.64812 1.87334 1.87334 1.87339 1.87339 1.87345 1.87345 1.95762 1.95762 1.95762 1.95763 1.95763 1.95763 1.96697 1.96698 2.14017 2.14025 2.29324 2.29324 2.29324 2.29324 2.29334 2.29335 2.29335 2.29335 2.45646 2.45646 2.45646 2.45646 2.47231 2.47235 2.47239 2.47243 2.48901 2.48901 2.48902 2.48902 2.48904 2.48904 2.49856 2.49856 2.49856 2.4986 2.4986 2.4986 2.49864 2.49864 2.49864 2.49868 2.49868 2.49868 2.59845 2.59845 2.67105 2.67105 2.87312 2.87312 2.87317 2.87317 2.87322 2.87322 2.89525 2.89525 2.89531 2.89531 2.89536 2.89536 2.9474 2.9474 
52 5.23372 2.77767 0 0.000234673 0.225031 0.225031 0.662341 0.662341 0.662478 0.662478 0.662615 0.662615 0.765073 0.765104 1.04801 1.04801 1.04801 1.04825 1.04825 1.04825 1.29134 1.29143 1.29153 1.29162 1.30106 1.30106 1.54423 1.54423 1.67051 1.67051 1.67063 1.67063 1.67075 1.67075 1.91408 1.91408 1.91421 1.91421 1.91434 1.91434 1.92525 1.92525 1.92525 1.92527 1.92527 1.92527 1.92779 1.9278 2.16418 2.16436 2.30472 2.30472 2.30472 2.30496 2.30496 2.30496 2.31779 2.31801 2.39235 2.39235 2.39235 2.39235 2.48308 2.48308 2.48309 2.48309 2.4831 2.4831 2.5331 2.53319 2.53328 2.53337 2.57373 2.57373 2.57373 2.57382 2.57382 2.57382 2.57392 2.57392 2.57392 2.57402 2.57402 2.57402 2.57793 2.57793 2.6818 2.6818 2.8931 2.8931 2.89321 2.89321 2.89332 2.89332 2.92986 2.92986 2.92999 2.92999 2.93011 2.93011 2.9612 2.9612 
54 5.19414 2.80693 0 0.000465852 0.162349 0.162349 0.720987 0.720987 0.72129 0.72129 0.721593 0.721593 0.755962 0.755967 1.05016 1.05016 1.05016 1.05063 1.05063 1.05063 1.23635 1.23635 1.39041 1.39063 1.39085 1.39107 1.58895 1.58895 1.70707 1.70707 1.70732 1.70732 1.70756 1.70756 1.89595 1.89595 1.91162 1.91162 1.91162 1.91164 1.91164 1.91164 1.98334 1.98334 1.98362 1.98362 1.9839 1.9839 2.19854 2.19894 2.31797 2.31797 2.31797 2.31797 2.32629 2.32629 2.32629 2.32677 2.32677 2.32677 2.37987 2.38027 2.52015 2.52015 2.52019 2.52019 2.52023 2.52023 2.55793 2.55793 2.63003 2.63023 2.63043 2.63064 2.69665 2.69665 2.69665 2.69688 2.69688 2.69688 2.69711 2.69711 2.69711 2.69733 2.69733 2.69733 2.72726 2.72726 2.92707 2.92707 2.92729 2.92729 2.92751 2.92751 2.93832 2.93832 2.93832 2.93834 2.93834 2.93834 2.98952 2.98952 
56 5.11877 2.85814 0 0.000776325 0.0995973 0.0995973 0.791191 0.791408 0.8089 0.8089 0.809498 0.809498 0.810095 0.810095 1.05379 1.05379 1.05379 1.0546 1.0546 1.0546 1.17043 1.17043 1.5462 1.54667 1.54713 1.54759 1.69274 1.69274 1.77259 1.77259 1.77306 1.77306 1.77352 1.77352 1.89907 1.89919 1.94206 1.94206 1.94206 1.94232 1.94232 1.94232 2.10168 2.10168 2.10226 2.10226 2.10283 2.10283 2.24076 2.2415 2.24471 2.24471 2.24471 2.24471 2.36999 2.36999 2.36999 2.37085 2.37085 2.37085 2.51997 2.52063 2.55333 2.55333 2.63846 2.63846 2.63871 2.63871 2.63895 2.63895 2.78552 2.78593 2.78634 2.78675 2.82981 2.82981 2.89569 2.89569 2.89569 2.89619 2.89619 2.89619 2.89668 2.89668 2.89668 2.89718 2.89718 2.89718 2.95518 2.95518 2.95518 2.95542 2.95542 2.95542 3.00056 3.00056 3.00097 3.00097 3.00138 3.00138 3.09023 3.09023 
58 4.99161 2.91606 0 0.00104752 0.0515537 0.0515537 0.876744 0.877436 0.910601 0.910601 0.91156 0.91156 0.912519 0.912519 1.05803 1.05803 1.05803 1.05915 1.05915 1.05915 1.11949 1.11949 1.74886 1.74969 1.75053 1.75136 1.8512 1.8512 1.8811 1.8811 1.88191 1.88191 1.88272 1.88272 1.96677 1.96732 2.01486 2.01486 2.01486 2.0156 2.0156 2.0156 2.18888 2.18888 2.18888 2.18888 2.27729 2.27729 2.27833 2.27833 2.27938 2.27938 2.30836 2.30949 2.45765 2.45765 2.45765 2.45909 2.45909 2.45909 2.58702 2.58702 2.74688 2.74783 2.83693 2.83693 2.83761 2.83761 2.8383 2.8383 2.97849 2.97849 3.01996 3.02072 3.0212 3.0212 3.0212 3.02147 3.0219 3.0219 3.0219 3.02223 3.15791 3.15791 3.1587 3.1587 3.15948 3.15948 3.1754 3.1754 3.1754 3.17635 3.17635 3.17635 3.17731 3.17731 3.17731 3.17827 3.17827 3.17827 3.24745 3.24745 
60 4.83307 2.91941 0 0.00120477 0.0237003 0.0237003 0.966002 0.967144 0.988907 0.988907 0.990121 0.990121 0.991335 0.991335 1.06121 1.06121 1.06121 1.06253 1.06253 1.06253 1.08975 1.08975 1.93074 1.93191 1.93307 1.93423 1.99484 1.99484 1.99741 1.99741 1.99859 1.99859 1.99977 1.99977 2.05566 2.05681 2.0773 2.0773 2.0773 2.07841 2.07841 2.07841 2.1564 2.1564 2.1564 2.1564 2.44297 2.44477 2.47557 2.47557 2.47717 2.47717 2.47877 2.47877 2.58199 2.58199 2.58199 2.58425 2.58425 2.58425 2.65628 2.65628 2.97204 2.97327 3.01816 3.01816 3.01927 3.01927 3.02039 3.02039 3.09847 3.09847 3.09847 3.09906 3.09906 3.0996 3.0996 3.0996 3.31587 3.31712 3.31838 3.31964 3.39244 3.39244 3.39383 3.39383 3.39522 3.39522 3.4614 3.4614 3.46211 3.46211 3.46211 3.46296 3.46296 3.46358 3.46358 3.46358 3.46451 3.46451 3.46506 3.46506 
62 4.70733 2.85771 0 0.00127652 0.0103924 0.0103924 1.02063 1.02198 1.03125 1.03125 1.03258 1.03258 1.03391 1.03391 1.06293 1.06293 1.06293 1.06434 1.06434 1.06434 1.07547 1.07547 2.03987 2.0412 2.04253 2.04386 2.07036 2.07036 2.07172 2.07172 2.07309 2.07309 2.07353 2.07353 2.10104 2.10244 2.10786 2.10786 2.10786 2.10911 2.10911 2.10911 2.14079 2.14079 2.14079 2.14079 2.59781 2.60041 2.62644 2.62644 2.62843 2.62843 2.63044 2.63044 2.67925 2.67925 2.67925 2.68208 2.68208 2.68208 2.71527 2.71527 3.10124 3.10262 3.11716 3.11716 3.11846 3.11846 3.11976 3.11976 3.14968 3.14968 3.14968 3.15103 3.15103 3.15103 3.15687 3.15687 3.57066 3.57234 3.57403 3.57573 3.6051 3.6051 3.60702 3.60702 3.60895 3.60895 3.64884 3.64884 3.65086 3.65086 3.65289 3.65289 3.658 3.658 3.658 3.65975 3.65979 3.65979 3.65979 3.66159 
64 4.64107 2.80267 0 0.00130638 0.00464387 0.00464387 1.04614 1.04757 1.05026 1.05026 1.05164 1.05164 1.05301 1.05301 1.06371 1.06371 1.06371 1.06516 1.06516 1.06516 1.06929 1.06929 2.0909 2.09229 2.09368 2.09507 2.10414 2.10414 2.10558 2.10558 2.10701 2.10701 2.10701 2.10701 2.11802 2.1195 2.12038 2.12038 2.12038 2.12167 2.12167 2.12167 2.13403 2.13403 2.13403 2.13403 2.69236 2.69535 2.70598 2.70598 2.70813 2.70813 2.71032 2.71032 2.72923 2.72923 2.72923 2.7323 2.7323 2.7323 2.74563 2.74563 3.15618 3.15761 3.16122 3.16122 3.16258 3.16258 3.16394 3.16394 3.17473 3.17473 3.17473 3.17615 3.17615 3.17615 3.1794 3.1794 3.71613 3.71801 3.7199 3.7218 3.73061 3.73061 3.73278 3.73278 3.73499 3.73499 3.75181 3.75181 3.75402 3.75402 3.75489 3.75626 3.75626 3.75641 3.75641 3.75641 3.75789 3.75832 3.75832 3.75832 
66 4.61265 2.7758 0 0.00131848 0.00227021 0.00227021 1.05691 1.0582 1.0582 1.05837 1.05959 1.05959 1.06098 1.06098 1.06404 1.06404 1.06404 1.0655 1.0655 1.0655 1.06673 1.06673 2.11247 2.11388 2.11529 2.1167 2.11828 2.11828 2.11973 2.11973 2.12043 2.12043 2.12119 2.12119 2.12444 2.12536 2.12536 2.12536 2.12594 2.12668 2.12668 2.12668 2.13123 2.13123 2.13123 2.13123 2.73558 2.73871 2.74096 2.74096 2.74314 2.74314 2.74542 2.74542 2.75092 2.75092 2.75092 2.75407 2.75407 2.75407 2.75865 2.75865 3.17823 3.17967 3.17967 3.17969 3.18106 3.18106 3.18244 3.18244 3.18552 3.18552 3.18552 3.18697 3.18697 3.18697 3.18806 3.18806 3.7823 3.78424 3.78619 3.78818 3.78852 3.78852 3.79077 3.79077 3.79309 3.79309 3.7976 3.7976 3.79893 3.7992 3.7992 3.7992 3.79986 3.79986 3.80115 3.80115 3.80115 3.80206 3.80219 3.80219 
68 4.60114 2.76469 0 0.00130812 0.00130845 0.00132366 1.06131 1.06143 1.06143 1.06277 1.06283 1.06283 1.06418 1.06418 1.06418 1.06422 1.06422 1.06564 1.06564 1.06564 1.0657 1.0657 2.12128 2.1227 2.12402 2.12402 2.12412 2.12548 2.12548 2.12553 2.12578 2.12578 2.12694 2.12695 2.12695 2.12735 2.12735 2.12735 2.12845 2.12868 2.12868 2.12868 2.1301 2.1301 2.1301 2.1301 2.75362 2.75541 2.75541 2.75679 2.75753 2.75753 2.75983 2.75983 2.75983 2.75992 2.75992 2.76302 2.76302 2.76302 2.76403 2.76403 3.18706 3.18721 3.18721 3.18852 3.1886 3.1886 3.18995 3.18995 3.18995 3.18999 3.18999 3.19141 3.19141 3.19141 3.19145 3.19145 3.80998 3.81189 3.81287 3.81287 3.81387 3.81508 3.81508 3.81594 3.81659 3.81659 3.81685 3.81685 3.81685 3.81751 3.81751 3.81751 3.81877 3.81877 3.81877 3.81881 3.81881 3.82068 3.82076 3.82076 
70 4.59652 2.76024 0 0.000921717 0.000921761 0.00132533 1.06273 1.06273 1.06308 1.06413 1.06413 1.06423 1.06423 1.06423 1.06455 1.06528 1.06528 1.06553 1.06553 1.0657 1.0657 1.0657 2.12483 2.12625 2.12633 2.12633 2.12767 2.12779 2.12779 2.12792 2.12792 2.12793 2.12815 2.12815 2.12815 2.12909 2.12926 2.12926 2.12944 2.12947 2.12947 2.12947 2.12964 2.12964 2.12964 2.12964 2.76093 2.76126 2.76126 2.76321 2.76321 2.76343 2.76343 2.76343 2.76413 2.76578 2.76578 2.76634 2.76634 2.76663 2.76663 2.76663 3.19025 3.19025 3.19059 3.19164 3.19164 3.19174 3.19174 3.19174 3.19206 3.19279 3.19279 3.19304 3.19304 3.19321 3.19321 3.19321 3.82123 3.82278 3.82278 3.82307 3.824 3.824 3.824 3.82429 3.82429 3.82487 3.82487 3.82502 3.82509 3.82584 3.82584 3.82584 3.82637 3.82637 3.82674 3.82674 3.82674 3.82674 3.82722 3.82745 
72 4.59468 2.75846 0 0.000766715 0.00076681 0.00132616 1.06325 1.06325 1.06379 1.06425 1.06425 1.06425 1.06464 1.06464 1.06512 1.06512 1.06526 1.06572 1.06572 1.06572 1.06605 1.06605 2.12625 2.12725 2.12725 2.12767 2.12833 2.12847 2.12847 2.12847 2.12872 2.12872 2.12877 2.12877 2.12909 2.12946 2.12946 2.12946 2.12946 2.12979 2.12979 2.12979 2.12984 2.13019 2.13019 2.13052 2.76361 2.76361 2.76388 2.76488 2.76488 2.76488 2.76531 2.76531 2.76708 2.76744 2.76744 2.76808 2.76808 2.76808 2.76814 2.76814 3.19146 3.19146 3.192 3.19246 3.19246 3.19246 3.19285 3.19285 3.19333 3.19333 3.19347 3.19393 3.19393 3.19393 3.19426 3.19426 3.82576 3.82678 3.82678 3.82687 3.82687 3.82687 3.82738 3.82738 3.82745 3.82815 3.82836 3.82836 3.82836 3.82836 3.82856 3.82856 3.82856 3.82864 3.82864 3.82924 3.82924 3.82926 3.82926 3.82926 
74 4.59394 2.75774 0 0.000704662 0.000704895 0.00132661 1.06346 1.06346 1.06408 1.06426 1.06426 1.06426 1.06484 1.06484 1.06507 1.06507 1.06555 1.06573 1.06573 1.06573 1.06626 1.06626 2.12682 2.12762 2.12762 2.12823 2.12849 2.12859 2.12859 2.12859 2.12909 2.12909 2.12911 2.12911 2.12939 2.12939 2.12939 2.12939 2.12966 2.12992 2.12992 2.12992 2.13001 2.13056 2.13056 2.13109 2.76455 2.76455 2.76506 2.76546 2.76546 2.76546 2.76606 2.76606 2.76798 2.76798 2.76826 2.76866 2.76866 2.76866 2.76909 2.76909 3.19195 3.19195 3.19257 3.19275 3.19275 3.19275 3.19333 3.19333 3.19356 3.19356 3.19404 3.19422 3.19422 3.19422 3.19475 3.19475 3.82757 3.82802 3.82802 3.82802 3.82838 3.82838 3.82862 3.82862 3.82901 3.82901 3.82901 3.82901 3.82911 3.82939 3.82956 3.82956 3.82956 3.82984 3.82984 3.82984 3.83004 3.83004 3.83029 3.83029 
76 4.59365 2.75746 0 0.000679833 0.000680412 0.00132708 1.06355 1.06355 1.06419 1.06426 1.06426 1.06426 1.0649 1.0649 1.06506 1.06506 1.06566 1.06573 1.06574 1.06574 1.06635 1.06635 2.12705 2.12777 2.12777 2.12843 2.12858 2.12864 2.12864 2.12864 2.12924 2.12924 2.12925 2.12925 2.12936 2.12936 2.12936 2.12936 2.12987 2.12997 2.12997 2.12997 2.13008 2.13071 2.13071 2.13132 2.76493 2.76493 2.76553 2.76569 2.76569 2.76569 2.76633 2.76633 2.76822 2.76822 2.76874 2.7689 2.7689 2.7689 2.76946 2.76946 3.19215 3.19215 3.19279 3.19287 3.19287 3.19287 3.1935 3.1935 3.19367 3.19367 3.19426 3.19434 3.19434 3.19434 3.19495 3.19495 3.8283 3.82848 3.82848 3.82848 3.82902 3.82902 3.82912 3.82912 3.82927 3.82927 3.82927 3.82928 3.82973 3.8299 3.82991 3.82991 3.82991 3.83008 3.83008 3.83008 3.83058 3.83058 3.83067 3.83067 
78 4.59353 2.75734 0 0.000669899 0.000671347 0.001328 1.06358 1.06358 1.06424 1.06426 1.06427 1.06427 1.06492 1.06492 1.06507 1.06507 1.06571 1.06574 1.06574 1.06574 1.06638 1.06638 2.12714 2.12783 2.12783 2.1285 2.12863 2.12866 2.12866 2.12866 2.1293 2.1293 2.1293 2.1293 2.12935 2.12935 2.12935 2.12935 2.12996 2.12999 2.12999 2.12999 2.13012 2.13077 2.13077 2.13142 2.76508 2.76508 2.76572 2.76578 2.76578 2.76579 2.76644 2.76644 2.76832 2.76832 2.76893 2.76899 2.76899 2.76899 2.76962 2.76962 3.19223 3.19223 3.19288 3.19291 3.19291 3.19291 3.19357 3.19357 3.19371 3.19371 3.19435 3.19438 3.19438 3.19438 3.19503 3.19503 3.82859 3.82866 3.82866 3.82866 3.82928 3.82928 3.82932 3.82932 3.82938 3.82938 3.82938 3.82938 3.82996 3.83003 3.83003 3.83003 3.83011 3.83018 3.83018 3.83018 3.83078 3.83078 3.83082 3.83082 
